sentiment,statement
0,Finnish forest machinery manufacturer Ponsse has issued a profit warning .
1,"Protalix closed at $ 10.71 on Friday on the American Stock Exchange , giving a market cap of $ 827 million ."
1,"Country : , Switzerland Sector : Pharmaceuticals Target : Synosia Therapeutics Holding AG Buyer : Biotie Therapies Corp Deal size in USD : 129.4 m Type : Corporate acquisition Financing : All-stock Status : Closed"
2,"Compared with the FTSE 100 index , which rose 28.3 points or 0.5 % on the day , this was a relative price change of 2.3 % ."
1,Unilever 's Turun Sinappi that is made in Sweden holds 40 % of the market .
1,"There will be return flights from Stuttgart every morning , as well as evening departures on Thursdays , Fridays and Sundays ."
0,"Insurer Axa ( PAR : CS ) slid by 5.35 % to EUR 14.15 , after Citigroup and ING slashed their targets on the stock ."
1,Nordea Pankki Suomi Oyj 's ownership in Stonesoft Corporation has decreased below 1-20 .
1,"Under the agreement , Pfizer has been funding Biotie 's research activities on the PDE10 phosphodiesterase 10 inhibitor program since its start in late 2006 and has the sole authority to develop discovered compounds ."
1,"In Finland , Hamina Cargo Terminal , of Finnish Nurminen Logistics , has purchased a warehouse with ground lease rights in the Port of Hamina ."
1,"The total investment necessary will be EUR40m , the company estimated ."
2,The company is also featured in the Ethibel Pioneer Investment Register and included in Innovest 's Global 100 list of the world 's most sustainable corporations .
1,Panostaja is a financially secure Finnish multi-field corporation that creates healthy companies and company entities .
1,"Viking Line has also been forced to alter its timetable so that ferries traveling from Stockholm to Helsinki , Finland , only depart at night ."
1,No blind-spots coming from 1 vantage point allows investigators to see the whole story in high resolution with no unbroken video .
2,"Besides we have increased the share of meat in various sausages and are offering a number of new tastes in the grill products and shish kebabs segment , '' Paavel said ."
1,"Founded in 2000 , BioView automates laboratory tests , especially diagnostic tests for cancer ."
0,"A total of 16.5 mn passenger ship journeys took place in the northern Baltic Sea in 2007 , slightly down from 16.5 mn in 2006 ."
1,"The Group , with net sales of EUR 235 million in 2009 , employs more than 2 000 people in 33 countries ."
1,"A total of 38,244 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed on 19 April exercising the A-B-C options based on the company 's stock option plan 1999 ."
0,Revenue in the quarter fell 8 percent to ( EURO ) 2.4 billion compared to a year earlier .
2,"According to Olvi 's Managing Director Lasse Aho , the company has an ongoing MMX Plus project that aims to find growth outside Finland ."
0,Earnings per share ( EPS ) amounted to a loss of to EUR0 .06 .
0,The current reference grade instruments are challenging to operate due to their high price and complexity for routine use .
2,LONDON MarketWatch -- Nokia nok said it 's won a five-year services contract to run Hutchison Essar 's network operations in nine locations in India .
0,"Operating loss before non-recurring items was EUR 0.9 mn , compared to a profit of EUR 11.5 mn in 2008 ."
0,The company initially estimated that it would cut up to 30 jobs .
1,Ahlstrom 's share is quoted on the NASDAQ OMX Helsinki .
1,"A spokesman said : `` The food store center , subject to council and local support , could comprise a supermarket or smaller store and other niche outlets , and this will be firmed up following consultation with the council and local community regarding appropriate uses and occupiers . ''"
1,It is expected to be online by 2011 .
1,A huge issue for us is the button placement .
0,"The staff reduction will start immediately , Glaston added ."
1,"The Finnish real estate investment company Interavanti Oyj said on Monday ( 22 September ) that it has agreed to sell its 65 % ownership in the Finnish ticket service company Lippupiste Oy to CTS Eventim AG ( 56,1 % ) and to the managing director of Lippupiste Oy ."
2,"Comparable net sales are expected to increase more than 10 % in 2008 , in line with group target ."
0,"In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008 ."
2,"Nokia will continue to invest in future development of Qt for the benefit of all users , both Commercial and LGPL ."
0,"Jan. 6 -- Ford is struggling in the face of slowing truck and SUV sales and a surfeit of up-to-date , gotta-have cars ."
2,"This is Done Logistics ' largest order in Norway , the diversified group said ."
2,"By implementing the software the Finnish Army aims to unify and improve its operations in these application areas , QPR Software stated ."
1,"The businesses to be divested offer dairy , edible fats , ready-meal and ice-cream packaging to multinational and local customers ."
1,"On 25 August 2009 , Sampo 's stake in Nordea was 19.45 % ."
1,"The total scholarship amount was 40,000 euros and the recipients were chosen on the recommendation of fine arts universities and sports associations ."
1,"rosendal at outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , +358 400 817198 e-mail eila ."
2,Sales of security and system packaging increased slightly .
1,"As a result , the number of personnel in Finland will be reduced by 158 ."
1,"The manager is critical of politicians ' failure to differentiate between beleaguered European financial institutions and Skandinavian banks , `` which sailed through the crisis without issues '' ."
1,"The chilled meat products category led the meat , fish and poultry market in Finland , accounting for a share of 31.4 % ."
1,"SRV will also build an aqua park with wellness area , a restaurant and a multifunctional ice arena ."
2,Talvivaara has secured a 10-year off-take agreement for 100 per cent of its main output of nickel and cobalt to Norilsk Nickel and entered into a long-term zinc streaming agreement with Nyrstar NV .
1,Exel is headquartered in Mantyharju in Finland .
1,Merging the two free sheets will clarify the market situation .
1,YIT Kausta will build commercial and residential highrises in Virsuliskes area .
2,"Finnish software developer Basware Oyj said on November 30 , 2006 its U.S. subsidiary Basware , Inc. won an order to provide software for contract lifecycle management to an unnamed U.S. medical technology company ."
2,"Sales VAT inclusive expanded by 19 percent , to 351 million euros ."
0,LONDON MarketWatch -- Share prices ended lower in London Monday as a rebound in bank stocks failed to offset broader weakness for the FTSE 100 .
1,"Nokia will provide Indosat turnkey services , including civil works , network planning , implementation and integration of a WCDMA 3G-HSPA network ."
1,The company distributes Hiab 's products as well as other products .
1,"Lemminkainen Infra Oy 's subsidiary Lemminkainen Sverige AB will perform the construction work , which is expected to start in early 2011 and to be completed in the summer of 2013 ."
2,"Within the framework of the partnership , Nokia Siemens Networks has signed an initial framework purchase agreement with Sitronics subsidiary , JSC Mikron , which is the largest manufacturer and exporter of microelectronic components in Russia ."
2,"narrows to EUR2 .8 m 9-mo '09 29 October 2009 - Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today that its net loss narrowed to EUR2 .8 m for the first nine months of 2009 from EUR35 .6 m for the same period a year ago ."
1,"F-Secure reported that : - The first half of 2008 has seen a growing number of targeted malware attacks on individuals , companies , and organizations ."
